level,total_expected,ok_rows,skipped_rows,error_rows,n_datasets,n_datasets_fully_ok,dataset_id,model,shift_axis,shift_lambda,status,reason
problem,,,,,,,GesturePhaseSegmentation,tabicl,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabicl,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabicl,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabicl,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabpfn,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabpfn,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabpfn,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabpfn,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabpfn,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,tabpfn,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,xgboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,xgboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,xgboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,xgboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,xgboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,GesturePhaseSegmentation,xgboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,catboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,catboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,catboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,catboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,catboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,catboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,hist_gbdt,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,hist_gbdt,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,hist_gbdt,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,hist_gbdt,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,hist_gbdt,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,hist_gbdt,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,logreg,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,logreg,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,logreg,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,logreg,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,logreg,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,logreg,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabicl,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabicl,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabicl,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabicl,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabicl,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabicl,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabpfn,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabpfn,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabpfn,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabpfn,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabpfn,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,tabpfn,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,xgboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,xgboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,xgboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,xgboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,xgboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,MiceProtein,xgboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,catboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,catboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,catboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,catboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,catboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,catboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,hist_gbdt,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,hist_gbdt,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,hist_gbdt,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,hist_gbdt,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,hist_gbdt,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,hist_gbdt,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,logreg,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,logreg,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,logreg,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,logreg,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,logreg,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,logreg,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabicl,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabicl,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabicl,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabicl,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabicl,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabicl,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabpfn,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabpfn,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabpfn,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabpfn,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabpfn,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,tabpfn,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,xgboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,xgboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,xgboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,xgboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,xgboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,analcatdata_authorship,xgboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,catboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,catboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,catboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,catboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,catboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,catboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,hist_gbdt,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,hist_gbdt,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,hist_gbdt,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,hist_gbdt,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,hist_gbdt,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,hist_gbdt,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,logreg,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,logreg,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,logreg,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,logreg,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,logreg,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,logreg,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabicl,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabicl,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabicl,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabicl,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabicl,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabicl,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabpfn,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabpfn,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabpfn,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabpfn,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabpfn,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,tabpfn,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,xgboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,xgboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,xgboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,xgboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,xgboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,breast-w,xgboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,catboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,catboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,catboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,catboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,catboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,catboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,hist_gbdt,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,hist_gbdt,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,hist_gbdt,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,hist_gbdt,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,hist_gbdt,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,hist_gbdt,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,logreg,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,logreg,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,logreg,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,logreg,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,logreg,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,logreg,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabicl,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabicl,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabicl,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabicl,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabicl,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabicl,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabpfn,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabpfn,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabpfn,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabpfn,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabpfn,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,tabpfn,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,xgboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,xgboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,xgboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,xgboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,xgboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,climate-model-simulation-crashes,xgboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,catboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,catboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,catboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,catboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,catboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,catboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,hist_gbdt,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,hist_gbdt,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,hist_gbdt,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,hist_gbdt,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,hist_gbdt,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,hist_gbdt,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,logreg,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,logreg,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,logreg,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,logreg,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,logreg,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,logreg,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabicl,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabicl,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabicl,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabicl,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabicl,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabicl,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabpfn,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabpfn,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabpfn,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabpfn,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabpfn,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,tabpfn,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,xgboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,xgboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,xgboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,xgboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,xgboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,cnae-9,xgboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,catboost,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,catboost,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,catboost,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,catboost,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,catboost,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,catboost,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,hist_gbdt,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,hist_gbdt,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,hist_gbdt,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,hist_gbdt,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,hist_gbdt,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,hist_gbdt,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,logreg,categorical_covariate_shift,0.0,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,logreg,categorical_covariate_shift,0.05,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,logreg,categorical_covariate_shift,0.1,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,logreg,categorical_covariate_shift,0.2,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,logreg,categorical_covariate_shift,0.3,skipped,shift not applicable: dataset has no categorical features
problem,,,,,,,diabetes,logreg,categorical_covariate_shift,0.4,skipped,shift not applicable: dataset has no categorical features
